id,name,breed_group,life_span,temperament,origin,bred_for,weight_metric,height_metric,reference_image_id,image_url
604,Serbian Tricolour Hound,Scenthound,12-14,"Energetic, intelligent, loyal, alert, devoted, gentle",Serbia,,Male: 20-30; Female: 18-25,Male: 46-56; Female: 44-54,,
605,Serrano Bulldog,Working,10-12,"Loyal, protective, confident, courageous, calm, alert","Brazil (Serra Gaúcha region, Southern Brazil)",,Male: 30-40; Female: 25-35,Male: 50-56; Female: 46-54,,
652,Sheepadoodle,Mixed,10-15,"Intelligent, playful, gentle, energetic, friendly, loyal",United States,,Male: 29-39; Female: 20-29,Male: 56-69; Female: 53-64,,
221,Shetland Sheepdog,Herding,12-14,"Intelligent, loyal, alert, playful, gentle, eager to please","Shetland Islands, Scotland",,7-11,33-41,,
222,Shiba Inu,Non-Sporting,,"Alert, confident, intelligent, independent, loyal, courageous",Japan,,Male: 8-11; Female: 7-9,Male: 37-42; Female: 34-39,,
224,Shih Poo,Mixed,10-17,"Affectionate, friendly, playful, intelligent, outgoing",United States,,3.5-8,20-38,,
223,Shih Tzu,Toy,10-18,"Affectionate, playful, outgoing, loyal",Tibet/China,,4-7,23-27,,
272,Shikoku,Spitz and Primitive Types,10-15,"Alert, loyal, energetic, intelligent, courageous, independent","Shikoku Island, Japan",,Male: 16-25; Female: 16-20,Male: 47-55; Female: 44-52,,
225,Shiloh Shepherd,Herding,9-14,"Calm, gentle, intelligent, loyal, confident, affectionate","New York, United States",,Male: 45-59; Female: 36-45,Male: 71-76; Female: 66-71,,
659,Shorkie,Mixed,11-16,"Affectionate, playful, intelligent, alert, loyal, confident",United States,,3-7,18-28,,
226,Siberian Husky,Working,12-14,"Friendly, outgoing, intelligent, alert, gentle, independent, energetic","Siberia, Russia",,Male: 20-27; Female: 16-23,Male: 53-60; Female: 51-56,,
227,Silken Windhound,Hound,12-18,"Friendly, gentle, affectionate, intelligent, playful, calm",United States,,Male: 15-25; Female: 9-20,46-60,,
606,Sinhala Hound,Sighthound & Pariah,12-15,"Alert, independent, loyal, intelligent, energetic",Sri Lanka,,Male: 15-20; Female: 13-18,Male: 46-56; Female: 43-53,,
229,Skye Terrier,Terrier,12-14,"Loyal, courageous, intelligent, calm, confident","Isle of Skye, Scotland",,Male: 16-20; Female: 11-18,Male: 24-27; Female: 23-25.5,,
230,Sloughi,Hound,12-15,"Independent, gentle, loyal, intelligent, reserved",North Africa,,Male: 23-32; Female: 16-23,Male: 66-74; Female: 61-69,,
608,Slovak Cuvac,Working,11-13,"Alert, courageous, loyal, protective, independent, confident",Slovakia,,Male: 35-45; Female: 30-40,Male: 62-70; Female: 59-66,,
607,Slovak Rough-haired Pointer,Sporting,12-15,"Intelligent, loyal, energetic, work-focused, adaptable",Slovakia,,Male: 25-35; Female: 22-30,Male: 62-68; Female: 57-65,,
609,Slovenský kopov,Hound,12-14,"Courageous, energetic, intelligent, loyal, alert, work-focused",Slovakia,,15-20,Male: 45-50; Female: 40-48,,
610,Smaland Hound,Hound,12-15,"Calm, intelligent, loyal, alert, energetic","Småland, Sweden",,13.6-20.4,Male: 45.7-53.5; Female: 43.2-50.8,,
611,Small Međimurje Dog,Hound,12-15,"Energetic, intelligent, alert, loyal, affectionate","Međimurje, Croatia",,Male: 8-16; Female: 7-15,Male: 35-43; Female: 32-42,,
231,Small Münsterländer,Sporting,12-14,"Intelligent, eager to please, energetic, loyal, adaptable","Münster region, Germany",,18-30,Male: 52-56; Female: 50-53,,
612,Smithfield,Herding,12-14,"Intelligent, loyal, work-focused, alert, independent, courageous",England,,Male: 16-25; Female: 14-18,Male: 46-53; Female: 43-48,,
284,Smooth Collie,Herding,12-14,"Intelligent, loyal, gentle, friendly, devoted",Scotland and Northern England,,Male: 27-34; Female: 23-29,Male: 61-66; Female: 56-61,,
232,Smooth Fox Terrier,Terrier,12-15,"Energetic, alert, intelligent, friendly, courageous, playful",England,,Male: 8-8.5; Female: 7-7.5,Male: 38-39; Female: 36-38,,
233,Soft Coated Wheaten Terrier,Terrier,12-15,"Friendly, happy, intelligent, devoted, energetic",Ireland,,Male: 16-18; Female: 14-16,Male: 46-48; Female: 43-46,,
234,Spanish Greyhound,Hound,12-15,"Gentle, calm, intelligent, affectionate, independent, loyal",Spain,,Male: 23-30; Female: 20-27,Male: 60-70; Female: 58-68,,
613,Spanish Mastiff,Working,10-12,"Protective, calm, loyal, intelligent, independent, affectionate",Spain,,Male: 64-100; Female: 50-77,Male: 71-89; Female: 72-84,,
235,Spanish Water Dog,Herding,12-14,"Loyal, intelligent, work-focused, athletic, energetic, alert",Spain,,Male: 18-22; Female: 14-18,Male: 44-50; Female: 40-46,,
614,Spino degli Iblei,Hound,12-14,"Courageous, independent, loyal, alert, intelligent","Sicily, Italy",,Male: 20-35; Female: 18-32,Male: 46-56; Female: 43-54,,
236,Spinone Italiano,Sporting,10-12,"Gentle, patient, loyal, intelligent, docile, affectionate",Italy,,Male: 32-37; Female: 28-32,Male: 58-69; Female: 56-64,,
615,Sporting Lucas Terrier,Terrier,12-15,"Alert, intelligent, friendly, energetic, courageous",England,,Male: 6.5-8; Female: 5-6.5,Male: 28-33; Female: 25-30,,
680,Springerdoodle,Mixed,11-15,"Intelligent, friendly, energetic, playful, affectionate, eager to please, loyal",United States,,Male: 23-32; Female: 16-27,Male: 46-64; Female: 43-58,,
237,Sprollie,Mixed,12-15,"Intelligent, energetic, loyal, athletic, eager to please, work-focused",United Kingdom,,Male: 16-32; Female: 14-27,Male: 46-56; Female: 43-53,,
617,Stabyhoun,Sporting,,"Gentle, intelligent, calm, loyal, friendly, devoted","Friesland, Netherlands",,Male: 20-25; Female: 18-23,Male: 51-55; Female: 47-51,,
238,Staffordshire Bull Terrier,Terrier,12-14,"Courageous, intelligent, affectionate, loyal, confident, energetic","Staffordshire, England",,Male: 13-17; Female: 11-15,36-41,,
239,Standard Schnauzer,Working,,"Intelligent, alert, energetic, loyal, protective, devoted",Germany,,Male: 16-23; Female: 14-20,Male: 47-50; Female: 44-47,,
618,Stephens Stock,Hound,10-16,"Courageous, loyal, intelligent, alert, work-focused, energetic","Southeastern Kentucky, United States",,Male: 18-29; Female: 16-25,Male: 46-58; Female: 41-53,,
616,St. Hubert Jura Hound,Hound,12-14,"Gentle, intelligent, devoted, calm, work-focused","Jura Mountains, Switzerland",,Male: 15-25; Female: 15-23,Male: 46-58; Female: 44-56,,
619,Styrian Coarse-haired Hound,Hound,12-14,"Work-focused, loyal, courageous, independent, alert","Styria, Austria",,Male: 15-18; Female: 15-17,Male: 47-53; Female: 45-51,,
240,Sussex Spaniel,Sporting,12-15,"Calm, gentle, friendly, loyal, alert","Sussex, England",,16-20,33-38,,
241,Swedish Lapphund,Herding,12-14,"Alert, intelligent, affectionate, friendly, energetic, loyal",Sweden,,Male: 19-30; Female: 17-25,Male: 43-51; Female: 40-47,,
242,Swedish Vallhund,Herding,12-15,"Alert, energetic, friendly, intelligent, courageous, playful, eager to please",Sweden,,9-16,Male: 32-35; Female: 29-33,,
620,Taigan,Hound,11-14,"Independent, calm, intelligent, loyal, courageous, reserved",Kyrgyzstan,,Male: 27-35; Female: 25-30,Male: 65-71; Female: 60-66,,
621,Taiwan Dog,Spitz and Primitive Types,12-15,"Alert, loyal, courageous, intelligent, independent",Taiwan,,Male: 13-18; Female: 11-16,Male: 46-52; Female: 43-47,,
622,Tamaskan Dog,Working,,"Intelligent, loyal, friendly, athletic, alert, energetic",Finland,,Male: 30-45; Female: 23-39,Male: 63-71; Female: 61-69,,
623,Tang Dog,Non-Sporting,12-16,"Loyal, intelligent, independent, protective, alert",China,,Male: 15-25; Female: 12-20,Male: 45-55; Female: 40-50,,
624,Tarsus Çatalburun,Sporting,10-14,"Loyal, intelligent, energetic, alert, work-focused","Tarsus, Turkey",,Male: 20-25; Female: 16-24,Male: 48-61; Female: 46-61,,
625,Tatra Shepherd Dog,Working,10-13,"Protective, intelligent, calm, confident, loyal, independent, courageous","Tatra Mountains, Poland",,Male: 40-59; Female: 36-51,Male: 65-71; Female: 60-66,,
626,Teddy Roosevelt Terrier,Terrier,,"Alert, loyal, intelligent, courageous, energetic, playful, friendly",United States,,4-11,20-38,,
627,Telomian,Pariah,12-15,"Intelligent, alert, independent, loyal, energetic",Malaysia,,8-13,38-48,,
628,Tenterfield Terrier,Terrier,12-16,"Alert, intelligent, energetic, loyal, confident, affectionate, playful, friendly","Tenterfield, New South Wales, Australia",,2.7-4.5,Male: 25-31; Female: 24-29,,
629,Thai Bangkaew Dog,Spitz and Primitive Types,12-14,"Alert, loyal, protective, intelligent, independent","Bangkaew, Phitsanulok Province, Thailand",,Male: 16-20.5; Female: 14-18,Male: 46-53; Female: 41-51,,
243,Thai Ridgeback,Hound,12-13,"Intelligent, loyal, independent, protective, athletic, alert",Thailand,,Male: 23-34; Female: 16-25,Male: 56-61; Female: 51-56,,
630,Tibetan Kyi Apso,Guardian,12-15,"Protective, independent, loyal, alert, intelligent",Tibet,,Male: 35-54; Female: 30-45,Male: 61-76; Female: 56-71,,
244,Tibetan Mastiff,Working,10-12,"Independent, protective, intelligent, loyal, calm",Tibet,,Male: 45-73; Female: 34-54,Male: 66-74; Female: 61-69,,
245,Tibetan Spaniel,Non-Sporting,12-15,"Intelligent, alert, independent, playful, confident, affectionate",Tibet,,4-7,24-28,,
246,Tibetan Terrier,Non-Sporting,12-16,"Affectionate, intelligent, loyal, alert, playful",Tibet,,8-14,36-43,,
631,Tonya Finosu,Non-Sporting,12-15,"Alert, intelligent, energetic, loyal, friendly, courageous","Tonya, Trabzon, Turkey",,Male: 7-11; Female: 6-10,Male: 28-32; Female: 26-30,,
273,Tornjak,Working,12-14,"Calm, protective, loyal, intelligent, confident, alert","Bosnia and Herzegovina, Croatia",,Male: 35-50; Female: 28-45,Male: 63.5-71; Female: 58.4-69,,
632,Tosa,Working,10-12,"Calm, courageous, loyal, protective, confident","Tosa Province, Japan",,Male: 45-91; Female: 36-73,Male: 60-66; Female: 55-61,,
247,Tosa Ken,Working,10-12,"Calm, courageous, loyal, protective, confident","Tosa Province, Shikoku Island, Japan",,Male: 45-91; Female: 41-73,Male: 55-69; Female: 55-64,,
248,Toy Fox Terrier,Toy,,"Alert, intelligent, energetic, friendly, playful, loyal, outgoing",United States,,1.6-3.2,22-29,,
633,Toy Manchester Terrier,Toy,,"Alert, intelligent, spirited, devoted, playful","Manchester, England",,3-5,25-30,,
274,Transylvanian Hound,Hound,10-14,"Courageous, intelligent, loyal, energetic, independent, calm, adaptable","Transylvania, Hungary",,Male: 25-35; Female: 25-30,Male: 55-66; Female: 51-62,,
275,Treeing Cur,Scenthound,10-16,"Intelligent, energetic, courageous, loyal, protective",Southern United States,,14-27,Male: 46-61; Female: 41-61,,
634,Treeing Feist,Foundation Stock Service,10-18,"Energetic, alert, intelligent, eager to please, work-focused",Southern United States,,7-14,30-46,,
276,Treeing Tennessee Brindle,Hound,10-12,"Intelligent, alert, courageous, energetic, friendly","United States (Tennessee, Appalachian Mountains)",,Male: 14-23; Female: 14-18,Male: 46-61; Female: 41-56,,
250,Treeing Walker Coonhound,Hound,12-13,"Intelligent, confident, friendly, energetic, courageous, alert",United States,,23-32,Male: 56-69; Female: 51-64,,
277,Trigg Hound,Hound,10-13,"Energetic, independent, alert, intelligent, loyal, work-focused","Kentucky, United States",,Male: 20-34; Female: 18-32,Male: 56-64; Female: 53-61,,
278,Tyrolean Hound,Hound,12-14,"Intelligent, independent, energetic, alert, work-focused, devoted",Austria (Tyrol region),,15-22,Male: 44-50; Female: 42-48,,
635,Valencian Terrier,Terrier,12-15,"Intelligent, energetic, alert, loyal, affectionate","Valencia, Spain",,6-8,Male: 30-40; Female: 29-40,,
686,Valley Bulldog,Mixed,10-14,"Friendly, loyal, playful, courageous, intelligent, affectionate","Annapolis Valley, Nova Scotia",,Male: 23-36; Female: 18-32,Male: 43-53; Female: 41-51,,
636,Vikhan,Guardian,10-12,"Alert, courageous, independent, protective, loyal",Punjab and Chitral regions (Pakistan),,25-35,56-69,,
637,Villano de Las Encartaciones,Working,10-12,"Loyal, courageous, protective, intelligent, confident, independent","Las Encartaciones, Basque Country, Spain",,Male: 33-45; Female: 28-38,Male: 60-65; Female: 58-63,,
638,Villanuco de Las Encartaciones,Primitive,12-14,"Intelligent, alert, courageous, energetic, loyal","Las Encartaciones, Basque Country, Spain",,Male: 8-10; Female: 7-9,Male: 40-45; Female: 38-43,,
251,Vizsla,Sporting,12-14,"Energetic, affectionate, gentle, intelligent, athletic",Hungary,,Male: 25-27; Female: 20-25,Male: 56-61; Female: 53-58,,
671,Vizsladoodle,Mixed,10-15,"Energetic, intelligent, affectionate, athletic, loyal, playful",United States,,Male: 23-32; Female: 18-29,Male: 56-66; Female: 53-64,,
639,Volkosob,Mixed,10-14,"Intelligent, alert, loyal, protective, work-focused, confident","Perm, Russia",,Male: 38-48; Female: 32-41,Male: 64-71; Female: 61-66,,
252,Volpino Italiano,Non-Sporting,,"Alert, playful, loyal, intelligent, confident, energetic",Italy,,4-5.5,Male: 27-30; Female: 24-28,,
253,Weimaraner,Sporting,10-13,"Energetic, intelligent, loyal, friendly, alert, courageous, athletic","Weimar, Germany",,Male: 32-41; Female: 25-34,Male: 64-69; Female: 58-64,,
670,Weimardoodle,Mixed,10-13,"Intelligent, energetic, loyal, athletic, affectionate, protective",United States,,Male: 27-39; Female: 20-34,Male: 56-69; Female: 56-64,,
279,Welsh Hound,Hound,10-13,"Energetic, intelligent, independent, alert, loyal, gentle",Wales,,Male: 25-32; Female: 23-29,Male: 58-61; Female: 56-58,,
280,Welsh Sheepdog,Herding,12-15,"Intelligent, energetic, loyal, work-focused, independent",Wales,,Male: 16-25; Female: 14-20,Male: 43-56; Female: 41-53,,
254,Welsh Springer Spaniel,Sporting,12-15,"Friendly, loyal, energetic, intelligent, affectionate, eager to please",Wales,,Male: 18-25; Female: 16-23,Male: 46-48; Female: 43-46,,
255,Welsh Terrier,Terrier,12-15,"Friendly, alert, intelligent, spirited, energetic, confident",Wales,,9-10,38-39,,
640,West Country Harrier,Hound,12-14,"Energetic, friendly, alert, independent, outgoing, work-focused","West Country, England (Devon, Cornwall, Somerset)",,Male: 25-34; Female: 22-31,Male: 51-57; Female: 48-55,,
256,West Highland White Terrier,Terrier,,"Confident, alert, playful, loyal, independent",Scotland,,Male: 7-10; Female: 6-7,Male: 25-28; Female: 23-26,,
674,Westiepoo,Mixed,12-15,"Friendly, intelligent, playful, alert, confident",United States,,Male: 7-14; Female: 6-13,Male: 25-43; Female: 25-41,,
642,Westphalian Dachsbracke,Hound,10-15,"Alert, intelligent, friendly, work-focused, loyal","Westphalia, Germany",,Male: 15-18; Female: 14-17,30-38,,
641,West Siberian Laika,Spitz and Primitive Types,12-15,"Alert, independent, loyal, energetic, intelligent","West Siberia, Russia",,Male: 16-25; Female: 16-23,Male: 53-62; Female: 50-58,,
643,Wetterhoun,Sporting,12-14,"Independent, loyal, intelligent, alert, calm, protective","Friesland, Netherlands",,Male: 25-35; Female: 20-30,Male: 56-64; Female: 52-61,,
257,Whippet,Hound,12-15,"Gentle, affectionate, calm, intelligent, playful",England,,11-18,Male: 48-56; Female: 46-53,,
258,White Shepherd,Herding,12-14,"Intelligent, loyal, alert, confident, courageous, gentle","Germany/Switzerland, developed further in North America",,Male: 35-40; Female: 25-32,Male: 61-66; Female: 56-61,,
644,White Swiss Shepherd Dog,Herding,12-14,"Intelligent, loyal, alert, confident, gentle, devoted",Switzerland,,Male: 30-40; Female: 25-35,Male: 58-66; Female: 53-61,,
259,Wire Fox Terrier,Terrier,12-15,"Alert, confident, energetic, intelligent, playful",England,,Male: 7.7-8.6; Female: 6.8-7.7,Male: 38-39; Female: 36-39,,
260,Wirehaired Pointing Griffon,Sporting,12-15,"Friendly, intelligent, eager to please, loyal, energetic",Netherlands/France,,Male: 23-32; Female: 16-27,Male: 56-61; Female: 51-56,,
261,Wirehaired Vizsla,Sporting,12-14,"Energetic, loyal, intelligent, affectionate, gentle",Hungary,,Male: 25-29; Female: 20-25,Male: 58-64; Female: 55-58,,
645,Xiasi Dog,Hound,12-15,"Alert, intelligent, loyal, courageous, energetic","Guizhou Province, China",,Male: 20-30; Female: 15-25,Male: 43-53; Female: 41-51,,
646,Xigou,Sighthound,12-15,"Calm, loyal, intelligent, alert, independent",China,,Male: 20-30; Female: 20-25,Male: 61-75; Female: 58-72,,
262,Xoloitzcuintli,Non-Sporting,,"Calm, loyal, alert, intelligent, affectionate, protective",Mexico,,4.5-25,25-60,,
647,Yakutian Laika,Working,10-12,"Energetic, intelligent, loyal, alert, friendly, courageous","Yakutia, Siberia, Russia",,Male: 18-25; Female: 16-25,Male: 53-60; Female: 51-58,,
263,Yorkipoo,Mixed,10-15,"Intelligent, affectionate, playful, energetic, confident",United States,,2-6.5,18-38,,
264,Yorkshire Terrier,Toy,12-16,"Confident, courageous, energetic, affectionate, alert, intelligent","Yorkshire, England",,1.8-3.2,18-20,,
656,Yorktese,Mixed,12-15,"Affectionate, playful, alert, intelligent, gentle, devoted",United States,,2-4,18-23,,
648,Zerdava,Spitz and Primitive Types,12-16,"Intelligent, courageous, loyal, energetic, alert",Eastern Black Sea region of Turkey,,Male: 8-20; Female: 8-19,Male: 43-53; Female: 41-51,,
